titel,aktualitaet,preis,land,versand,link
DR Saiten DDT Bassgitarrensaiten (DDT5-55) 5-saitig (55-135),Brandneu |,"CHF 44,81",aus Vereinigte Staaten von Amerika,"+CHF 14,10 Versand",https://www.ebay.ch/itm/317247435632?_skw=gitarre&itmmeta=01K832G9PDEZGSHVA358477QQB&hash=item49dd6bb370:g:Wq0AAeSwKCxovDQO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eoqOlkygfOuRYjobzrSs2xWE65Ll8XLpmenLSQhMPSXEtttFDXRIBlWERY7VV9NvgdYzx6wrejLFIFlAHl0gzSZxfJ%2BXvVu00VG2QPP%2BeMlHT86EPvqF4QthWabzoiZ5aDe0UhAhmoyLxYMh6P3YhBOViYJ%2BV2cFwsL5Nc8VADxeRrCn5V68%2BabcAkyXuIRuiwEYI5qx%2BEZvmtJFhfP%2Fh9%2FyJGPGCqZrEgLSUea5GY4Gsz73NG2kn2HqhUJZzBXltPlDRE9bUrRd9OkO4E7S3j%7Ctkp%3ABFBM3JvB4sBm
Juan Alvarez 1973 - Santos Hernandez/Marcelo Barbero Stil - wie Eric Clapton's,Gebraucht |,"CHF 3.640,37",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226137446095?_skw=gitarre&itmmeta=01K832GJM7Z0Y19G2PC0Z81CVN&hash=item34a6d796cf:g:Eh4AAOSwCLFmPLEh&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eJb2wjMB3PrcwUxc0S0GOW%2FHaxJ%2FilVY2Qk9dt0fezRI5aEpI3U9KVsCAfKjDZZ34aVCw2LBINmAG8zr6Y9u9UvuS0l0OdOYHSDntUv%2FEM15aIutP9osvVajyUtGC%2FzsTRT%2B6RxfigjZxo1gWn9h5%2F%2BGfawR7Y82dq%2FGZzfQ7Yop8Ek%2Bbi5wh6lWFdvEDNxUfB1zVl77tmpAyJPdfHvnVkB8AcnfqizZfl6OnLF4QiQa4O31IMcgNRHDF0XVvEH4mPpQu3%2BpBMl8oHFteeV3m4%7Ctkp%3ABFBMyqrC4sBm
Triump 5175 Economy 3/4 Sized Classical Guitar Bag,Brandneu |,"CHF 11,99",aus Vereinigte Staaten von Amerika,"+CHF 16,29 Versand",https://www.ebay.ch/itm/195550411558?_skw=gitarre&itmmeta=01K832GJM72Q3HAC4W79FAFXMK&hash=item2d87b67b26:g:gVIAAOSwQQ1ju2VI&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eDJIPJERsaMVdHFfoXFWiGn3MR3za15%2Fd1Rn3dcjQK37IjbyInVHD6vr1LyKLLQSQn%2FJ1G7DpvXiRBZeuXhyXLBQ0tjRDQ6WOCYQ%2BGELwny%2FOCaGJTiEHIxfo3HhWqC8pR8b6NQrOXed727XN6a5GsRi%2Bs%2FdPSoZqGdAQ9k3IawUtyhSwwe%2Byu3Mrbh2uP5bmeUE%2F6R%2BUF%2Fuzx%2BlikdYVTf%2F%2BVJkoPx2b5CHRKgPaixmbFkCQqJMLNf4HJ6UI1bRX4tIeFflxLt%2FYf0mF5SywO%7Ctkp%3ABFBMyqrC4sBm
"Lorenzo Alvarez 1976 -Santos Hernandez, Marcelo Barbero, Arcangel Fernandez Stil",Gebraucht |,"CHF 4.139,05",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226358588406?_skw=gitarre&itmmeta=01K832GJM7N4VZJ1JNJNTQN66H&hash=item34b405f3f6:g:3VkAAOSwYDtm6r3N&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dvwD5uSdUhZ473Et%2Bq%2B%2FbkelEwvza0Fjoa%2Bz9S6AWt09vQVWki5fFV7lPFdqMhtQ21gRjzd3KD8LqZZoNRrn3%2FXosdTfz%2B4lmxDN0q1hBSZeU6xeKpH91SMOvPztouXCqNFbFrMw3fqOtzmtwIt%2Fc6w7Lc3VOQ6tiLBYW7uf33BjH4aqM%2BuyM86bDmsnXSMJL4h3KTjymBelD6rOjfx4UXC%2FUFNu%2BCl9FZSKa6PdI6jxSMFf4EGWoUCkf8dBSmdq0k2aTvTZWH8J1Pl6gPb4718VRzTobcugPWZ07o63QXzg%3D%3D%7Ctkp%3ABk9SR8qqwuLAZg
CORDOBA C3M,Brandneu |,"CHF 285,09",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325990288882?_skw=gitarre&itmmeta=01K832GJM7P37VWFNKG6A59S5H&hash=item4be6890df2:g:uHIAAOSwawplu9T-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f1c%2FHd1gV0yWxD%2B41Ft0HT36IJKb7mpH7XT4tQEbTFXdZUtDgJKV%2B3kBynDRx9hh1h11zcjPJDrbpUE9UjuZ9oZp5x5PJFHonNfHBfTF4BY5fdDqLY6qDkokKTwcKhbrazVjYBmnyoIy9xHz23tDZVMtXx%2Be5mAJHIs6aAXphbKoZCzULl1I7U40PJHKRW8ara0rZ%2Bwn5T6k%2Fv700PQdLiClCjzvzUf9rqJJiTtACJskE27U80rf82p3F4uKuslWZ5gEIW%2FTIVfmPxlXl8ZSfC%7Ctkp%3ABk9SR8qqwuLAZg
LTD TL-6 N NAT,Brandneu |,"CHF 684,59",aus Deutschland,"+CHF 27,67 Versand",https://www.ebay.ch/itm/325982974508?_skw=gitarre&itmmeta=01K832GJM7T5JX3ZBVAZ9G5N0J&hash=item4be619722c:g:fi0AAOSwNUlls-MK&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d0VJfzBCCtfG65jtdIPvtwzS0aYvP6L0wLXjFWhhUCqcp8UUfpeRV3FD4fqKe6JeIRXci7CG7oMKhEg9JmbnFL0ubZ2eLFh9XJdZejScfHl8Fy4cEKR9KWakdHwldJtN6C7rBNFhVoWZpFUdD3MuCJFkMbDIGJbXHsLuZM76ys10AJZHE82ezMiUry%2FhqZ%2FD63qqKM2XseEMTPHfQRMIzmK0qoMU1cLPqa%2B4%2BV5Q2CT7PxOJrsh6cetHhUSFxTRt3F%2Fbm88McmP6ejwmNFrpUN%7Ctkp%3ABk9SR8qqwuLAZg
"Antonio de Torres 1863 ""Enrique Garcia 1913"" - a rare piece of guitar history",Gebraucht |,"CHF 57.348,28",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/225585620960?_skw=gitarre&itmmeta=01K832GJM7KSRGFJM3T6J9QJG1&hash=item3485f367e0:g:GYsAAOSwbVZkadVh&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f8t88Pmg%2BZco1DRS9zgl6bpLBvj0XVuOTFInG5oUkLXB9folWid%2BvYDge2JkKsRlgaww1AWEvwyBvi9OGZVHhqpH8qJp%2Bc36jlf7DHIIQ3bIIpnRm7hUAXsLnmVbBE%2Bm%2F8e%2B9pPoGGTx9ndeZ4ICR792cnXoVrYkms2hwxK3aUSQUSo0%2FRdPbBgsVeSbBVgq9BR231%2BJDbAmz8juKEyoWNIKdL0fNK503Qqrz5v%2FDmaRmBXJN6xTxUxOrRh9qyKhl%2FyWcI%2BGihV9noySpNiXSfAtpFsl0JrtqFZR9qde9MvA%3D%3D%7Ctkp%3ABk9SR8qqwuLAZg
Yamaha CG192C Konzertgitarre Standard 6 Saiten Rechtshänder Braun Japan Selten,Brandneu |,"CHF 898,00",aus Japan,Kostenloser Versand,https://www.ebay.ch/itm/176431979952?_skw=gitarre&itmmeta=01K832GJM7ZWS5CFJCTS4G203Q&hash=item29142a5db0:g:5HIAAOSwVkJnpXfr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ePSPF4mlkTgGO6GDqH41D2p1i2Xvy%2Fhj6zzDRJp8Ubva9BpXFUOGwDiyUCIYW4gSohl6Bmyi1UMt6yT53qAmy3OVpXX%2BVFzeEBBFK1woKLxafzzFV57j2CMSzD8P0s4HYHrv6MSdHei6liEmd4JwDYxD2P3VE93E8VN4JtHbsbCxd2accu0MCojT9b7bXkCNQ9FH%2Bu5CNKcVQSoVLGwZGHpaoyjkEYr787PoHkJubLNX7eOsYHiXA206Ekhe7ELG3bZ%2FPHt2j18Xdx11BR7yowzX7T9SJ%2BFhkPEBV1cznCGQ%3D%3D%7Ctkp%3ABk9SR8qqwuLAZg
Jaime Ribot ~1900 Meistergitarre - Enrique Garcia/Francisco Simplicio Stil-Video,Gebraucht |,"CHF 5.186,28",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226313070661?_skw=gitarre&itmmeta=01K832GJM7B1XF25Y7XD40F06F&hash=item34b14f6845:g:umEAAOSw3admysas&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1elsyt2%2FJQ0zgjCbVqbfIf%2FxeKD0fwJF%2B4vowk6hTCv17VlLAGSF32UCzVNLdHrmKpm%2F8wiLYHhBHHT41Uml30U15h58INNvN3A0nWp8QhDNjJ4yq65fa9jz6gKgSuQxdp7D0%2BthMNuhmcJ2fTnr%2FYpjnTJbFYC7GkSNFyruIs60%2FLIK3SKUQLLdiFWbV%2B1juaBKzwnxKm2uLepl3X0PjtxpaPunFD1QMKerlJHcxqOI8CRU4wMpIN3Nd2oOjGNcVtuggCIUZV%2Bk6l%2FqcnVsjl8n3YPlEfJE4LzzG3wMH4Y6g%3D%3D%7Ctkp%3ABk9SR8qqwuLAZg
"Hijos de Gonzalez ~1890 – historische Meistergitarre wie Arias, Torres Ramirez",Gebraucht |,"CHF 5.784,70",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226445313709?_skw=gitarre&itmmeta=01K832GJM79ZJYX1CWEC5FFXTP&hash=item34b93146ad:g:ttQAAOSw4v5nMykq&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dX1bINlQouNR7IVkqaW0n3PGmTgCJFe3FwcXOGKu3Fci4yhkFV3tLl0N3DtY4VvQKqQSX8qujFu4y2thjLS5BbR7wbqygg%2B2w1EOorslClGQqO1HOebDyRjnEWInHtxYS2bNErvPO2YLNkpm8XuGK3ei%2B935FcE%2Bp9F6EBQ5dgMITehSyixCHcSoSEkxpGIPQTS4VX76prcMfNsF3FBfVXQrXUJ%2BvwCQ7BT0vbTcIRjEwCSMbneFE5XGncvG%2BCqjs%3D%7Ctkp%3ABk9SR8qqwuLAZg
Hanika Lattice Natural,Brandneu |,"CHF 3.042,83",aus Deutschland,"+CHF 15,22 Versand",https://www.ebay.ch/itm/166363483424?_skw=gitarre&itmmeta=01K832GJM8082B99TBZ699CE2Y&hash=item26bc094d20:g:U0sAAOSwSmZlHpZ8&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d3ol%2BQe0ocdlxjO95cUgqZS%2FIB0iL5GYNS%2FWr60RteyXhOi2fXu6%2Fyi78n22%2FLTpw3NnHMDSJUVKDC%2FGcTo2amkc4l7JmHCxqvmgI3dCXwX85g76ai%2BthlhMYkn5X5eTHvRthpgpo3SsGl5cj310uvIP%2F8vy5Bif6WenxQhVc%2FpYjPpWWK%2Fp%2BoYmw2mOPxNKq7Hq48blN1cuMsIu7LgNGcHZb03cE2ojoVASj9l7LzdA%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
IBANEZ TOD10NL Tim Henson Signature Lefty - TKF,Brandneu |,"CHF 647,69",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/326780223015?_skw=gitarre&itmmeta=01K832GJM8WJWAZAYR9WZ6JXR5&hash=item4c159e7e27:g:83kAAeSwTyFozU6C&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c2VEUuPp14nv4yD5HgCW5FYZ0s7%2Fp%2BXWFKd3OwlM2ffoMtJTGmdCqLFNCZsGcyZ87rUiBeghpb5a0dOnVSxStR8lScRJrbaqp3ins0FBm5pxa3kR1L8txtjwx1Ch1Icb8C2mREkqvx%2Fn5c6cPJJE3n3tHAzLPUCIyE0E6s5i%2Fys0u59pJgYDwi2K4krCfsGvArIvkSH0Lhyf5ZJk2bRneeMaeX0TgrhcxPjsdtWjcRPw%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
IBANEZ FRH10N-IBF,Brandneu |,"CHF 530,51",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/326196921610?_skw=gitarre&itmmeta=01K832GJM8Z2JWAYYGMDF1ZW47&hash=item4bf2da050a:g:HT8AAOSw9Q1mkRGF&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cYCB%2BORhVFr%2BIb80uoEqIx%2FkjJKnAKTJQxMsgEAPzlZCJp2FSOCatyfX10VchPuib0taICLIGL%2Br0bnGMliRZa%2Fi%2BiiEMyVDEYQb1RhzCCqUFNrBGvrzZYJtNMPd8dTD5QN0SAS38Sk1BOoobFgrpY9LgeWnkRa9MXoZvaUasTHYrUlnqqaCGzigIWHk%2BNijpcUcjsLqCBDL1IsyQ8cXQxLkIHANVCc8vN10jCxRtD6Q%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
LA MANCHA Rubi CM Armrest Edition,Brandneu |,"CHF 275,87",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/326799254428?_skw=gitarre&itmmeta=01K832GJM86HZ2FS2ZFV1HVPKV&hash=item4c16c0e39c:g:D4cAAeSw-Z1o3qDK&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e0wJNHg9wdt7B%2Fp6sgHG9XwHKJsWyTzLpqiuauwSRsv7fhVLc6%2BcV%2BF1Q%2Fi%2FQfuH9hwSbOLbvZsT2XNSgyEfri5%2FRO47%2B1oPciuvRxBbmx3B5oxjnjL7DV3%2F6mHzAkTzWrDyCANvJ8A8ytNKsZSqiMAKpDYTlfS6JyetGDsMDr%2BVXe%2B2A0b4TMcTSrY3JxKGSLEswIGbuYHpW5bs1zuptZO7qkElBTBQAY%2BegvjUbhxFhF2egmt9fkHPlVzcOqR9TxPU8y7KHIWgCbTcdvRF7U%7Ctkp%3ABk9SR8yqwuLAZg
MA-51 Classical Acoustic Guitar Kids Guitar and Junior Guitar Pink,Brandneu |,"CHF 94,23",aus Deutschland,"+CHF 19,94 Versand",https://www.ebay.ch/itm/376221794453?_skw=gitarre&itmmeta=01K832GJM8VC76J8BKB9F3RXMY&hash=item5798910095:g:veYAAOSwf-9oF8hu&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c%2BFn1yKcfm42NXSUqVRlzFelCrtvY1XkzWUwK%2FjqR1gam5u5i0zCTJrnkTISg6kWgnOOwYsCc0NKt5WBOctuyx7rBGvt%2B5ANeNn33EO9pKKKl4QdUeWosZXm2SrgvPYCjAPjttffVJ4ncTWgu2kpHW37V3Vh8ooWsPtsHyRP2rmHCAd0MwzwXqUgJXL9LyfHtjRRllQxRWDw05VG7msHnH2QWh6xJYBy6YduBqrD%2B9Ng%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
Hanika 1A Torres Ceder Custom,Brandneu |,"CHF 7.371,80",aus Deutschland,"+CHF 15,22 Versand",https://www.ebay.ch/itm/156334678551?_skw=gitarre&itmmeta=01K832GJM8B6TTY6QT7VZ7R1C1&hash=item246645e217:g:6s4AAOSwm-tmrOMv&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ccTluK2eUKp%2BkUj%2Bf%2Fgr3%2FfH3rFcKoKJy6ueGNS0wCb2q7PcRg9hJvWnyPuVQ%2BKCkHeizAYMMbDQcLWrSo9Yv2BJRFxCiJ92p0JhQdbZ53pE72iMwc%2F60AX3sYWv33XqMH97BZGveiexr01SIIvRdyk1zQW5WvxoQzNflLF5nJbOq%2BQ4oa45S%2F1t%2FrU1vdz%2FrLTDq%2F9s9rZiRB01e%2FxJ48yPHznNAicvWeW%2FGXelXz5w%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
Hannabach 27115S Bass- /Schrammel Guitar Set Nylon Strings 15-string,Brandneu |,"CHF 76,75",aus Slowenien,"+CHF 14,91 Versand",https://www.ebay.ch/itm/143192565942?_skw=gitarre&itmmeta=01K832GJM8YW7VKKDHRB6AMJ8E&hash=item2156f128b6:g:sA8AAOSwpt9hJ6YE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fuaacF%2BTd1zyYR7wVwSg9ZXw56R8UDMxv2WAzskf3kPzhrjipDsT5T0Wq5JLdzICqxn0apEWBxgiXydbbdwdX9%2F2%2Bp6J8%2FJeHvZmz9er%2FYD0rzE3IIA5N%2FZtjLKwpr4WOC3jA364JuEaqVV3uStGAQtBkFIZ%2BEi2ivRKhj5TXRoMC50rqPnJTGtbh%2F0dCdtYTmXwaEz%2BXfMCSA3HLo5fW7UYNFk69NYwf2Mk4F4ER%2FsO%2F6tsjL%2F2pVfXLRx%2FfY2xci06As3Z0AHT%2FX9eUDPDnI%7Ctkp%3ABk9SR8yqwuLAZg
IBANEZ FRH10N-RGF,Brandneu |,"CHF 530,51",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/326196921646?_skw=gitarre&itmmeta=01K832GJM8K1WE6HD8H60450ZH&hash=item4bf2da052e:g:LCEAAOSwzBxmkRGT&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fLxJvol2kdiUQrZ7eNOf3vdAexL1Cod3ZbNEHtwIap%2BM%2FcjmHBGHS3H8WPq7c8ru6kWdTO5TJRSQuPe6OOFXahE6VReWIvnhv%2BYAz11Pk9ekBL61Gp9Xb8wyQDHvDugwa32VTrBJit5tNH5S0nv42M6L38OS%2Bu8arbXWV8KFqB73SJwS3GWug%2FvXm%2FX30OPR%2FbICL16gjf2bJsz485cFRcR4vfnSmmt%2FER3q8fil794A%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
Hanika Natural Torres,Brandneu |,"CHF 2.758,66",aus Deutschland,"+CHF 15,22 Versand",https://www.ebay.ch/itm/156334639002?_skw=gitarre&itmmeta=01K832GJM8KCT6MRRAYBB71ZXA&hash=item246645479a:g:rjAAAOSwrHNmrNyR&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fiOjLkHd7oskSdDN5DFFjMpZ2%2FrshKkAUYInzjEZAUd1SoLuG66B85Kl9g52VXljo9ZbufDXuk%2FMw06YFUNWxax6Ba%2Fygj2qW9HlU6gbiozRrgEdMXG%2FspKwt6UWqz6s9iMtPWHUm1hFWTZlRGqtietng661B7d%2BXPFFX6sN7qgegfIBO8OFQREplNDflevKRlP66BnbUSqtxdrVbqQJKfB4m%2BWnNkBOMuI4fDZ1KKxw%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
Alhambra Iberia Ziricote CW E8 mit GigBag + Savarez Saiten,Brandneu |,"CHF 1.255,68",aus Polen,Kostenloser Versand,https://www.ebay.ch/itm/144292037576?_skw=gitarre&itmmeta=01K832GJM8P97G4KFTPDDN9HJP&hash=item219879c3c8:g:ZTAAAOSwNK5fLiy~&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cGgMd4KwIoCTDONr5CDkxfDxdAJheU3h1dyuhuvkaUXeSz9biPkNGl7h0XdKiFNRocrklCtpvTp%2BQHuIFGuklmYARJmYraCbsawVYFBXZuv89f2yI%2FiE9DoKkgtvXHzyntRbAjjy8RSqe1TO%2FW3gi4ldeY9g9W75q2G6vkMvGF6oKL7vKY%2BAMic8k58fvXsaU2mb75zpwAqjcOIjTsJ5RkaFzhPnWAcdcu25GrZcetfIckre2el1j7ts9cG1Jmnwr8uoBPQ2X%2BFw3zRyso1CsqnQx87ZY3LzSzzb3UKZIk3g%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
Ortega Gitarren-Looper-Effektpedal mit integrierten Percussion-Samples,Brandneu |,"CHF 299,83",aus Vereinigte Staaten von Amerika,"+CHF 24,78 Versand",https://www.ebay.ch/itm/316590505673?_skw=gitarre&itmmeta=01K832GJM8BPTCE48NBXBFJD4K&hash=item49b643bec9:g:194AAeSwpUJn7Tp-&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cUsOAgLIRBeYKv3ytnwV5vxUu6bgNo4c4kQn9oJsqXZzsRIqSFx8LiQ6Af4u99zvBnXD60x1qYI5JBIXOr6lb8L3JpkVRlddifvQOu7HDjK3Ox4JrcQvt2TJTst3GibsZ%2BOm9Kx%2BV5HzCYt2qd1cEeckwM54sC2YOoixtYOMODPUPvIsYHbQH7WPb2v5%2BydJjvR%2BkiRPNJ5cCbEmUNlh%2FRisilINKTYTxcTZfkxfKkZw%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
ORTEGA RPPC34 Picker´s Pack 3/4,Brandneu |,"CHF 183,60",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325990289074?_skw=gitarre&itmmeta=01K832GJM8NE38Z3937WEXJ7MW&hash=item4be6890eb2:g:xGoAAOSwSXNlu9Qr&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fY9uvt8b8LIVC2G7lNd%2FdTwXQEDHOdEhtaBNOUnIA2tNlwTXBWlRRZjiBs3tQRA1rpksVjvX7y0ckvQiOifb%2F5%2FyKDXfL6sINVNwv2w0AgB8Bnad6L4X5KoWcOYLaIhl9w389M%2BixQlR9cd2ARXwnXefhUwTGWCN%2BtZmfHjLGrLOnp5dv%2FLNQEguwvKK8cQ%2FONwPpMFEedjO%2FtOVfjcQ66R9oGQxYhy3nXGbMgKclMr9EG2jFOZckm%2B85D%2B5l15uRxtsWYluLjZIvANzROo2tJ%7Ctkp%3ABk9SR8yqwuLAZg
ORTEGA RCE141NT,Brandneu |,"CHF 432,71",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325990288611?_skw=gitarre&itmmeta=01K832GJM8SAS50H274Q5KMFCQ&hash=item4be6890ce3:g:J8UAAOSw1Mdlu9TO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eAu%2FctQV2tyrquBQ4WMuIqkefC679GzcWFij9%2Bh0fCBQ3ai6ZQsjFxFLDjhB5tTGB4Gy1%2BNbS%2FQxs2eAV94NXDDKqHciCJ08q%2BCam0v0OI6YSsYfafwpPFPcpL3%2F5JdJar14wIJYFPN0kpxBbHwtSV1dS5526qYctellOQOTQ1mWHxt9oMUBZD65oTCyImi48KgDZkwOIPuKK7944nzLBvxlvf%2BUqfSrskexRxTLJvzC15I8QOixaiT853esFreltRphTvEtH25eda0pn7G1zW%7Ctkp%3ABk9SR8yqwuLAZg
IBANEZ FRH10N-BSF,Brandneu |,"CHF 459,47",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325990288542?_skw=gitarre&itmmeta=01K832GJM874WCQKWP97RE8N0C&hash=item4be6890c9e:g:6zcAAOSwWCFlu9TJ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e1mIpg6fTCVFxfp4633WyUnQXMSF6EUEnofHhoxe8yT9e7YMebLI0DquT%2BSeNJMPYhZ2dZRVFfENG%2BcVI1tFo0tmwUQp12Yl9wwIHVSzYuOGKnqVeJLCRQZyXXZuJpGJumFDmyoiaobmW1Tcx4iMs3tr%2Btk2Nf2RKv8iUCGBGaVJ4AsjtcKAwRXPPK2O%2Benf2Om911souifu3jkRSIwR3qUbv4z3%2BeSlGDSd9ZdiCTdUVUgeAqcD7RzxEpFcKvpF7qcF9ATSa%2B3zcX8c7vk9uQ%7Ctkp%3ABk9SR8yqwuLAZg
1965 José Ramirez (M.M.) classical guitar,Gebraucht |,"CHF 8.228,23",aus Deutschland,"+CHF 119,68 Versand",https://www.ebay.ch/itm/277290249379?_skw=gitarre&itmmeta=01K832GJM8270PRK9BJSCABJDV&hash=item408fc96ca3:g:TM4AAOSwXnVn6TL-&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eRj57aWP4hG82Akw6OUXJnj7O8nx%2FcIGqsPPoUw%2FZ7jD9ZQQMzbYGwPpdz14o3dSZIpzjrc3%2BmfJNx9ljt204T1jKicNOI5xYu4ToEX%2B5H3kb7pXKxae%2B8ie7iZQ4tTg5i3AHp1WiEZogxNjlnweb2T%2FoOytHdR5DCaHfARl81WynSi0CuR9rcvTpZkS5MNMEutbGBA%2B0Zao7i8x8QIS%2FPzZwewNn83N5eCMVzqc1XJZ5zfWZyBKMTTumORUnSZyiwVkQtnkaFuWR9gWsi%2F3JdWir6f80ck4KS6q0XUTp3ow%3D%3D%7Ctkp%3ABk9SR8yqwuLAZg
HANIKA MEISTERKLASSE Natural Lattice,Brandneu |,"CHF 3.228,28",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325665840944?_skw=gitarre&itmmeta=01K832GJM8SM56J0NMQDY4XK1G&hash=item4bd3325f30:g:UdAAAOSwFThkbFmG&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dk%2Fh3oFnRIeUI5bToppoy9aZeCXSPk8o2KzszxizBLwiINLjviIlVQe%2FX0JAzvhb8CCCyL2mjD9vR00FbFHJBi8Hr1dPZylZsYIXGPhpdkoWG5%2BlVxyV5WmsMGPEckXnJowC5vVwxJpgYEvG9yh%2F9OaprdTAYSp4cti6b6ar2tcgm8sOwxKyms8qKsGNDiVzS4Eo0nqF%2FLxhwgFCUpE1GWzSIdrmai5PpcoMNi4QO8RTSEzDLOf3l4CqOXO%2BXh5fE%3D%7Ctkp%3ABk9SR86qwuLAZg
Alhambra 3C CW E1 Fishman Classic M Classic,Brandneu |,"CHF 747,02",aus Polen,Kostenloser Versand,https://www.ebay.ch/itm/145471711985?_skw=gitarre&itmmeta=01K832GJM8B9G9XCCD7MPFQY9B&hash=item21deca2af1:g:Sk4AAOSwf4hlaP9T&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f7UXt%2B8qiOm%2FEdhUsPfGl17aWjwRJ1TFateg%2BRscdBIkiejxaprPi4gIh%2FG1%2BrICmGt7dTmn0KREv1HrVe4TuHaypp7EW8JGtgEfL%2FxOoW08IRd5tEPHWP%2FrrLh%2FGSsfk%2B2bLHnrfyuMsx%2B%2BGlMK8sXVeUMh5OvZctwvxSDUXyQphskLalU0qvHjSqmeB5tzZydICf5E6aB3GUX%2F8Kqp%2B7TPKrYq5HT1ndjP3ytNvLIw%3D%3D%7Ctkp%3ABk9SR86qwuLAZg
LA MANCHA 7/8 Rubi CM/63-N Small Neck Cites-free,Brandneu |,"CHF 248,19",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/326799254494?_skw=gitarre&itmmeta=01K832GJM8ZBVC8EY9TQ5M4AED&hash=item4c16c0e3de:g:ehoAAeSwtgxo3qEG&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cAVvnJzKgr9gHYyhc6NdW%2BPKg%2B7Wyw4xTP79KSFs2Y6iUC2%2F4bRlIFdL5P9%2BeCM%2F1fJoU9vmPqKRbrNZm2Fu78I2mJJF0zBFopFD3V4Jf7H7f5qJ8QwTyy6pBZP8AkD1GsDzmQbpyL%2FDX54CTxWfzsCs2e%2F9FCAx%2BLGA8YGKfsISoVckTM6XLQATYT5nqvs5hn2HVsgtN1eRpgKUnEzi71jrtlUMbSBvN3C8iTbwFo2S5%2BrZoP%2BIThc7u7M6N4wWwvCowiRmwudriv33x7tFlI%7Ctkp%3ABk9SR86qwuLAZg
